contact,job,month,day_of_week,education,marital,grupo_edad,yes
cellular,management,jul,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jul,wed,professional.course,single,Menor de 30 años ,yes
cellular,admin.,jul,wed,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,jul,wed,basic.9y,married,Menor de 30 años ,yes
cellular,self-employed,jul,wed,university.degree,divorced,entre 40 y 49 años,yes
cellular,admin.,jul,wed,basic.9y,married,entre 50 y 59 años,yes
cellular,technician,jul,wed,professional.course,divorced,entre 30 y 39 años,yes
cellular,entrepreneur,jul,wed,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,wed,basic.9y,single,Menor de 30 años ,yes
cellular,self-employed,jul,wed,basic.9y,married,entre 40 y 49 años,yes
cellular,self-employed,jul,wed,university.degree,married,60 años o más,yes
cellular,services,jul,wed,high.school,divorced,entre 30 y 39 años,yes
cellular,self-employed,jul,wed,professional.course,married,Menor de 30 años ,yes
cellular,entrepreneur,jul,thu,university.degree,married,entre 40 y 49 años,yes
cellular,student,jul,thu,high.school,single,entre 30 y 39 años,yes
cellular,entrepreneur,jul,thu,high.school,single,entre 40 y 49 años,yes
cellular,self-employed,jul,thu,university.degree,married,entre 50 y 59 años,yes
cellular,blue-collar,jul,thu,basic.6y,divorced,entre 30 y 39 años,yes
cellular,admin.,jul,thu,high.school,married,entre 40 y 49 años,yes
cellular,admin.,jul,thu,university.degree,single,entre 30 y 39 años,yes
cellular,technician,jul,thu,basic.4y,married,entre 50 y 59 años,yes
cellular,management,jul,thu,university.degree,married,entre 50 y 59 años,yes
cellular,unemployed,jul,thu,basic.6y,married,entre 40 y 49 años,yes
cellular,blue-collar,jul,thu,basic.4y,married,entre 40 y 49 años,yes
cellular,unemployed,jul,thu,basic.4y,married,entre 50 y 59 años,yes
cellular,admin.,jul,thu,basic.6y,married,entre 30 y 39 años,yes
telephone,blue-collar,jul,fri,basic.9y,married,entre 50 y 59 años,yes
cellular,technician,jul,fri,high.school,single,entre 30 y 39 años,yes
cellular,admin.,jul,fri,university.degree,married,Menor de 30 años ,yes
cellular,services,jul,fri,high.school,single,Menor de 30 años ,yes
cellular,technician,jul,fri,high.school,single,Menor de 30 años ,yes
cellular,retired,jul,fri,professional.course,married,entre 50 y 59 años,yes
cellular,services,jul,fri,high.school,single,entre 30 y 39 años,yes
telephone,technician,jul,fri,university.degree,divorced,entre 40 y 49 años,yes
telephone,retired,jul,fri,basic.9y,divorced,entre 50 y 59 años,yes
cellular,admin.,jul,fri,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,fri,basic.4y,married,entre 50 y 59 años,yes
cellular,retired,jul,fri,professional.course,married,entre 50 y 59 años,yes
cellular,technician,jul,fri,high.school,married,60 años o más,yes
cellular,retired,jul,fri,basic.9y,married,entre 50 y 59 años,yes
cellular,services,jul,fri,high.school,married,entre 50 y 59 años,yes
cellular,retired,jul,fri,high.school,married,entre 50 y 59 años,yes
cellular,admin.,jul,fri,high.school,married,entre 50 y 59 años,yes
cellular,blue-collar,jul,fri,basic.9y,single,Menor de 30 años ,yes
cellular,admin.,jul,fri,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,mon,basic.9y,married,entre 40 y 49 años,yes
cellular,management,jul,mon,university.degree,divorced,entre 50 y 59 años,yes
cellular,technician,jul,mon,professional.course,single,entre 40 y 49 años,yes
cellular,retired,jul,mon,university.degree,married,entre 50 y 59 años,yes
cellular,blue-collar,jul,mon,high.school,single,entre 40 y 49 años,yes
cellular,admin.,jul,mon,high.school,married,entre 50 y 59 años,yes
cellular,services,jul,mon,basic.6y,married,entre 40 y 49 años,yes
cellular,admin.,jul,mon,basic.4y,divorced,entre 50 y 59 años,yes
cellular,management,jul,mon,university.degree,married,entre 40 y 49 años,yes
cellular,services,jul,mon,high.school,divorced,entre 40 y 49 años,yes
cellular,blue-collar,jul,mon,professional.course,married,entre 40 y 49 años,yes
cellular,admin.,jul,mon,high.school,divorced,entre 40 y 49 años,yes
telephone,services,jul,mon,high.school,married,entre 50 y 59 años,yes
cellular,admin.,jul,mon,high.school,divorced,entre 50 y 59 años,yes
cellular,technician,jul,mon,professional.course,married,entre 40 y 49 años,yes
telephone,admin.,jul,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jul,mon,university.degree,divorced,entre 50 y 59 años,yes
cellular,admin.,jul,mon,high.school,married,entre 40 y 49 años,yes
cellular,blue-collar,jul,mon,basic.6y,divorced,entre 40 y 49 años,yes
cellular,self-employed,jul,mon,university.degree,divorced,entre 40 y 49 años,yes
telephone,admin.,jul,mon,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,jul,tue,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,tue,basic.4y,divorced,entre 50 y 59 años,yes
cellular,entrepreneur,jul,tue,high.school,divorced,entre 50 y 59 años,yes
cellular,retired,jul,tue,basic.4y,divorced,60 años o más,yes
cellular,entrepreneur,jul,tue,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,jul,tue,university.degree,married,entre 30 y 39 años,yes
cellular,retired,jul,tue,professional.course,divorced,60 años o más,yes
cellular,unemployed,jul,tue,basic.4y,married,entre 30 y 39 años,yes
telephone,technician,jul,tue,professional.course,married,entre 40 y 49 años,yes
cellular,admin.,jul,tue,university.degree,divorced,entre 50 y 59 años,yes
cellular,technician,jul,tue,university.degree,single,Menor de 30 años ,yes
telephone,blue-collar,jul,tue,basic.9y,single,entre 40 y 49 años,yes
cellular,services,jul,wed,basic.6y,divorced,entre 50 y 59 años,yes
cellular,services,jul,wed,high.school,single,Menor de 30 años ,yes
cellular,services,jul,wed,high.school,married,Menor de 30 años ,yes
cellular,unemployed,jul,wed,university.degree,divorced,entre 40 y 49 años,yes
cellular,admin.,jul,wed,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,wed,basic.9y,married,entre 30 y 39 años,yes
cellular,admin.,jul,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jul,wed,basic.9y,married,entre 50 y 59 años,yes
cellular,blue-collar,jul,wed,basic.9y,divorced,entre 30 y 39 años,yes
cellular,services,jul,wed,basic.9y,single,Menor de 30 años ,yes
telephone,admin.,jul,wed,high.school,married,entre 30 y 39 años,yes
cellular,self-employed,jul,wed,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,jul,wed,professional.course,married,entre 30 y 39 años,yes
cellular,self-employed,jul,wed,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jul,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jul,wed,high.school,divorced,entre 40 y 49 años,yes
cellular,self-employed,jul,wed,university.degree,single,entre 40 y 49 años,yes
cellular,services,jul,wed,high.school,married,entre 30 y 39 años,yes
telephone,admin.,jul,wed,university.degree,married,entre 30 y 39 años,yes
cellular,management,jul,wed,university.degree,single,entre 30 y 39 años,yes
cellular,services,jul,wed,professional.course,married,entre 30 y 39 años,yes
cellular,management,jul,wed,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,wed,basic.4y,married,entre 40 y 49 años,yes
cellular,entrepreneur,jul,thu,high.school,divorced,entre 30 y 39 años,yes
cellular,services,jul,thu,professional.course,married,entre 30 y 39 años,yes
telephone,self-employed,jul,thu,university.degree,married,entre 40 y 49 años,yes
cellular,blue-collar,jul,thu,basic.9y,divorced,entre 30 y 39 años,yes
cellular,blue-collar,jul,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,admin.,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,admin.,jul,thu,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,thu,university.degree,single,Menor de 30 años ,yes
cellular,services,jul,thu,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,thu,university.degree,single,Menor de 30 años ,yes
cellular,services,jul,thu,high.school,married,Menor de 30 años ,yes
cellular,technician,jul,thu,high.school,married,entre 30 y 39 años,yes
cellular,unemployed,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,admin.,jul,thu,university.degree,married,entre 40 y 49 años,yes
cellular,services,jul,thu,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,aug,mon,basic.9y,married,entre 50 y 59 años,yes
cellular,student,aug,mon,professional.course,divorced,entre 30 y 39 años,yes
telephone,technician,aug,mon,university.degree,married,entre 50 y 59 años,yes
cellular,management,aug,mon,university.degree,married,entre 50 y 59 años,yes
cellular,entrepreneur,aug,tue,university.degree,married,entre 40 y 49 años,yes
cellular,entrepreneur,aug,tue,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,tue,university.degree,single,entre 40 y 49 años,yes
cellular,admin.,aug,tue,high.school,married,entre 50 y 59 años,yes
cellular,technician,aug,tue,university.degree,divorced,entre 50 y 59 años,yes
cellular,services,aug,tue,high.school,married,entre 40 y 49 años,yes
cellular,technician,aug,tue,professional.course,divorced,entre 30 y 39 años,yes
cellular,technician,aug,tue,professional.course,married,entre 40 y 49 años,yes
telephone,blue-collar,aug,tue,basic.4y,married,entre 50 y 59 años,yes
cellular,blue-collar,aug,tue,basic.4y,married,entre 40 y 49 años,yes
cellular,technician,aug,tue,professional.course,single,entre 30 y 39 años,yes
cellular,admin.,aug,tue,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,tue,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,tue,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,tue,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,tue,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,tue,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,tue,university.degree,married,entre 40 y 49 años,yes
cellular,blue-collar,aug,wed,basic.4y,married,entre 40 y 49 años,yes
cellular,technician,aug,wed,university.degree,single,entre 30 y 39 años,yes
cellular,services,aug,wed,high.school,married,entre 50 y 59 años,yes
cellular,management,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,technician,aug,wed,high.school,married,entre 50 y 59 años,yes
cellular,housemaid,aug,wed,basic.4y,married,entre 40 y 49 años,yes
cellular,technician,aug,wed,professional.course,single,entre 30 y 39 años,yes
cellular,technician,aug,wed,professional.course,single,entre 30 y 39 años,yes
cellular,unemployed,aug,wed,professional.course,married,entre 40 y 49 años,yes
cellular,technician,aug,wed,high.school,single,entre 30 y 39 años,yes
cellular,management,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,aug,wed,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,technician,aug,wed,professional.course,divorced,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,aug,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,admin.,aug,wed,university.degree,single,entre 40 y 49 años,yes
cellular,management,aug,wed,high.school,married,entre 40 y 49 años,yes
cellular,technician,aug,thu,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,thu,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,thu,high.school,married,entre 40 y 49 años,yes
cellular,blue-collar,aug,thu,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,aug,thu,university.degree,single,entre 40 y 49 años,yes
cellular,retired,aug,thu,high.school,married,entre 50 y 59 años,yes
cellular,admin.,aug,thu,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,thu,university.degree,divorced,entre 30 y 39 años,yes
cellular,technician,aug,thu,high.school,married,entre 30 y 39 años,yes
cellular,management,aug,thu,university.degree,married,entre 30 y 39 años,yes
cellular,self-employed,aug,thu,basic.4y,married,entre 40 y 49 años,yes
cellular,self-employed,aug,thu,basic.9y,married,entre 50 y 59 años,yes
cellular,admin.,aug,thu,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,aug,thu,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,aug,thu,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,thu,professional.course,single,entre 30 y 39 años,yes
cellular,technician,aug,fri,professional.course,single,entre 30 y 39 años,yes
cellular,entrepreneur,aug,fri,professional.course,married,entre 50 y 59 años,yes
telephone,technician,aug,fri,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,aug,fri,basic.4y,married,entre 40 y 49 años,yes
cellular,blue-collar,aug,fri,basic.4y,married,entre 40 y 49 años,yes
cellular,technician,aug,fri,high.school,married,entre 50 y 59 años,yes
cellular,blue-collar,aug,fri,basic.9y,married,entre 50 y 59 años,yes
cellular,blue-collar,aug,fri,basic.4y,married,entre 50 y 59 años,yes
cellular,technician,aug,fri,high.school,married,entre 40 y 49 años,yes
cellular,technician,aug,fri,professional.course,divorced,entre 30 y 39 años,yes
cellular,admin.,aug,fri,university.degree,single,entre 30 y 39 años,yes
cellular,self-employed,aug,fri,basic.9y,married,entre 30 y 39 años,yes
cellular,technician,aug,fri,university.degree,divorced,entre 40 y 49 años,yes
cellular,blue-collar,aug,fri,basic.6y,married,entre 50 y 59 años,yes
cellular,technician,aug,fri,high.school,single,Menor de 30 años ,yes
cellular,technician,aug,fri,professional.course,married,entre 30 y 39 años,yes
cellular,self-employed,aug,fri,university.degree,married,entre 50 y 59 años,yes
cellular,technician,aug,fri,professional.course,married,entre 30 y 39 años,yes
cellular,self-employed,aug,fri,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,mon,university.degree,single,Menor de 30 años ,yes
cellular,unemployed,aug,mon,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,mon,high.school,married,entre 40 y 49 años,yes
cellular,retired,aug,mon,basic.4y,married,entre 50 y 59 años,yes
cellular,technician,aug,mon,high.school,divorced,entre 30 y 39 años,yes
cellular,admin.,aug,mon,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,mon,university.degree,married,entre 30 y 39 años,yes
cellular,management,aug,mon,university.degree,married,entre 50 y 59 años,yes
cellular,blue-collar,aug,mon,basic.4y,married,entre 50 y 59 años,yes
cellular,services,aug,mon,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,aug,mon,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,mon,university.degree,married,entre 40 y 49 años,yes
cellular,management,aug,mon,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,aug,mon,university.degree,married,entre 30 y 39 años,yes
cellular,technician,aug,mon,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,mon,professional.course,married,entre 30 y 39 años,yes
cellular,technician,aug,mon,professional.course,single,entre 30 y 39 años,yes
cellular,technician,aug,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,mon,university.degree,divorced,entre 30 y 39 años,yes
cellular,technician,aug,mon,professional.course,married,entre 30 y 39 años,yes
cellular,admin.,aug,tue,university.degree,divorced,entre 50 y 59 años,yes
cellular,technician,aug,tue,high.school,single,entre 30 y 39 años,yes
cellular,housemaid,aug,tue,basic.6y,married,entre 50 y 59 años,yes
cellular,entrepreneur,aug,tue,basic.9y,married,entre 50 y 59 años,yes
cellular,technician,aug,tue,university.degree,married,entre 30 y 39 años,yes
cellular,technician,aug,tue,professional.course,single,entre 30 y 39 años,yes
cellular,technician,aug,tue,professional.course,single,entre 30 y 39 años,yes
cellular,admin.,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,tue,basic.9y,married,entre 40 y 49 años,yes
cellular,management,aug,tue,university.degree,married,entre 50 y 59 años,yes
cellular,technician,aug,tue,professional.course,married,entre 40 y 49 años,yes
cellular,technician,aug,tue,professional.course,married,entre 30 y 39 años,yes
cellular,management,aug,tue,university.degree,married,entre 30 y 39 años,yes
cellular,technician,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,tue,professional.course,single,entre 30 y 39 años,yes
cellular,technician,aug,tue,high.school,single,entre 30 y 39 años,yes
cellular,technician,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,services,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,tue,professional.course,married,entre 40 y 49 años,yes
cellular,blue-collar,aug,tue,basic.4y,married,entre 40 y 49 años,yes
cellular,technician,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,tue,university.degree,married,entre 30 y 39 años,yes
cellular,management,aug,tue,university.degree,married,entre 40 y 49 años,yes
cellular,technician,aug,tue,professional.course,married,entre 30 y 39 años,yes
cellular,technician,aug,tue,professional.course,married,entre 30 y 39 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,aug,wed,high.school,married,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,wed,high.school,married,entre 30 y 39 años,yes
telephone,admin.,aug,wed,university.degree,married,entre 40 y 49 años,yes
cellular,technician,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 50 y 59 años,yes
telephone,technician,aug,wed,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,single,entre 50 y 59 años,yes
cellular,technician,aug,wed,professional.course,married,entre 30 y 39 años,yes
cellular,retired,aug,wed,basic.9y,married,60 años o más,yes
cellular,services,aug,wed,high.school,married,entre 50 y 59 años,yes
cellular,admin.,aug,wed,high.school,married,entre 40 y 49 años,yes
cellular,management,aug,wed,high.school,married,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,single,entre 30 y 39 años,yes
cellular,management,aug,wed,university.degree,married,entre 50 y 59 años,yes
telephone,management,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,technician,aug,wed,professional.course,married,entre 30 y 39 años,yes
cellular,technician,aug,thu,professional.course,married,entre 30 y 39 años,yes
cellular,self-employed,aug,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,technician,aug,thu,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,thu,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,thu,university.degree,single,entre 40 y 49 años,yes
cellular,services,aug,thu,high.school,married,entre 50 y 59 años,yes
cellular,self-employed,aug,thu,basic.9y,married,entre 30 y 39 años,yes
telephone,housemaid,aug,thu,basic.6y,married,entre 30 y 39 años,yes
cellular,admin.,aug,thu,high.school,married,entre 30 y 39 años,yes
cellular,admin.,aug,thu,university.degree,married,entre 40 y 49 años,yes
cellular,self-employed,aug,thu,university.degree,married,entre 30 y 39 años,yes
cellular,self-employed,aug,thu,high.school,married,entre 50 y 59 años,yes
cellular,technician,aug,thu,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,mon,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,mon,university.degree,married,entre 50 y 59 años,yes
cellular,services,aug,mon,basic.6y,married,entre 40 y 49 años,yes
cellular,technician,aug,mon,high.school,single,entre 30 y 39 años,yes
cellular,technician,aug,mon,professional.course,married,entre 30 y 39 años,yes
cellular,technician,aug,mon,professional.course,married,entre 30 y 39 años,yes
cellular,services,aug,mon,basic.4y,married,entre 40 y 49 años,yes
cellular,technician,aug,mon,high.school,married,entre 40 y 49 años,yes
cellular,blue-collar,aug,mon,basic.9y,married,entre 50 y 59 años,yes
cellular,admin.,aug,mon,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,mon,high.school,married,entre 40 y 49 años,yes
cellular,admin.,aug,mon,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,tue,high.school,married,entre 40 y 49 años,yes
cellular,entrepreneur,aug,tue,professional.course,divorced,entre 30 y 39 años,yes
cellular,technician,aug,tue,professional.course,married,entre 50 y 59 años,yes
cellular,retired,aug,tue,basic.4y,married,entre 50 y 59 años,yes
cellular,admin.,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,tue,university.degree,single,entre 30 y 39 años,yes
cellular,services,aug,tue,professional.course,married,Menor de 30 años ,yes
telephone,blue-collar,aug,tue,basic.4y,married,entre 50 y 59 años,yes
cellular,management,aug,wed,university.degree,divorced,entre 30 y 39 años,yes
cellular,blue-collar,aug,wed,basic.6y,married,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,single,Menor de 30 años ,yes
cellular,technician,aug,wed,professional.course,married,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 50 y 59 años,yes
cellular,housemaid,aug,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,admin.,aug,wed,university.degree,single,Menor de 30 años ,yes
telephone,admin.,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,unemployed,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,wed,university.degree,divorced,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,wed,university.degree,married,Menor de 30 años ,yes
cellular,technician,aug,wed,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,aug,wed,basic.9y,married,entre 40 y 49 años,yes
cellular,retired,aug,wed,high.school,married,entre 50 y 59 años,yes
cellular,services,aug,wed,high.school,married,entre 40 y 49 años,yes
cellular,admin.,aug,thu,high.school,married,entre 30 y 39 años,yes
cellular,management,aug,thu,university.degree,married,entre 50 y 59 años,yes
telephone,blue-collar,aug,thu,basic.4y,married,entre 50 y 59 años,yes
cellular,technician,aug,thu,high.school,married,entre 30 y 39 años,yes
cellular,services,aug,thu,high.school,divorced,entre 40 y 49 años,yes
cellular,admin.,aug,thu,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,thu,high.school,single,Menor de 30 años ,yes
cellular,technician,aug,thu,professional.course,married,entre 30 y 39 años,yes
cellular,self-employed,aug,thu,basic.9y,married,entre 50 y 59 años,yes
cellular,admin.,aug,thu,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,aug,thu,basic.9y,married,entre 40 y 49 años,yes
cellular,technician,aug,thu,professional.course,divorced,entre 50 y 59 años,yes
cellular,technician,aug,fri,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,fri,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,aug,fri,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,fri,university.degree,married,entre 30 y 39 años,yes
cellular,technician,aug,fri,professional.course,married,entre 40 y 49 años,yes
cellular,admin.,aug,fri,university.degree,single,Menor de 30 años ,yes
cellular,technician,aug,fri,high.school,single,entre 30 y 39 años,yes
cellular,services,aug,fri,high.school,married,entre 40 y 49 años,yes
cellular,self-employed,aug,fri,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,aug,fri,basic.9y,married,entre 50 y 59 años,yes
cellular,admin.,aug,fri,university.degree,married,Menor de 30 años ,yes
cellular,self-employed,aug,fri,basic.9y,married,entre 50 y 59 años,yes
cellular,management,aug,fri,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,aug,mon,basic.4y,married,entre 40 y 49 años,yes
cellular,blue-collar,aug,mon,basic.4y,married,entre 40 y 49 años,yes
cellular,management,aug,mon,university.degree,divorced,entre 30 y 39 años,yes
cellular,self-employed,aug,mon,university.degree,married,entre 50 y 59 años,yes
cellular,management,aug,mon,university.degree,divorced,entre 30 y 39 años,yes
cellular,admin.,aug,mon,high.school,married,entre 40 y 49 años,yes
cellular,technician,aug,mon,high.school,single,entre 30 y 39 años,yes
cellular,admin.,aug,mon,university.degree,married,entre 40 y 49 años,yes
cellular,technician,aug,mon,university.degree,divorced,entre 30 y 39 años,yes
cellular,technician,aug,mon,high.school,married,entre 30 y 39 años,yes
cellular,technician,aug,mon,professional.course,divorced,entre 30 y 39 años,yes
cellular,technician,aug,mon,university.degree,married,entre 30 y 39 años,yes
cellular,management,aug,mon,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,aug,tue,university.degree,married,entre 40 y 49 años,yes
cellular,technician,aug,tue,professional.course,married,entre 30 y 39 años,yes
cellular,admin.,aug,tue,high.school,divorced,entre 50 y 59 años,yes
cellular,retired,aug,tue,basic.9y,married,entre 50 y 59 años,yes
cellular,retired,aug,tue,basic.9y,married,entre 50 y 59 años,yes
cellular,services,aug,tue,basic.4y,married,entre 40 y 49 años,yes
cellular,services,aug,tue,professional.course,married,Menor de 30 años ,yes
cellular,retired,aug,tue,basic.4y,married,entre 50 y 59 años,yes
cellular,technician,aug,wed,professional.course,married,entre 40 y 49 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 30 y 39 años,yes
cellular,technician,aug,wed,high.school,single,entre 30 y 39 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 50 y 59 años,yes
cellular,technician,aug,wed,university.degree,married,entre 50 y 59 años,yes
cellular,technician,aug,wed,university.degree,single,entre 40 y 49 años,yes
cellular,technician,aug,wed,professional.course,married,entre 50 y 59 años,yes
cellular,admin.,aug,wed,university.degree,married,entre 40 y 49 años,yes
telephone,technician,aug,wed,professional.course,married,entre 30 y 39 años,yes
cellular,housemaid,aug,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,technician,aug,wed,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,thu,university.degree,married,entre 40 y 49 años,yes
cellular,technician,aug,thu,university.degree,single,entre 30 y 39 años,yes
cellular,technician,aug,thu,professional.course,married,Menor de 30 años ,yes
cellular,technician,aug,thu,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,thu,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,thu,basic.9y,married,entre 40 y 49 años,yes
cellular,housemaid,aug,thu,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,aug,thu,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,aug,thu,university.degree,single,entre 30 y 39 años,yes
telephone,admin.,oct,fri,high.school,married,entre 40 y 49 años,yes
telephone,blue-collar,oct,fri,basic.9y,married,entre 30 y 39 años,yes
telephone,entrepreneur,oct,fri,university.degree,married,entre 30 y 39 años,yes
telephone,self-employed,oct,fri,basic.4y,married,entre 40 y 49 años,yes
telephone,admin.,oct,mon,high.school,married,entre 40 y 49 años,yes
telephone,admin.,oct,mon,university.degree,single,entre 30 y 39 años,yes
telephone,technician,oct,mon,university.degree,divorced,entre 30 y 39 años,yes
telephone,admin.,oct,tue,high.school,divorced,entre 40 y 49 años,yes
telephone,admin.,oct,tue,university.degree,married,entre 50 y 59 años,yes
telephone,housemaid,oct,tue,high.school,married,entre 30 y 39 años,yes
telephone,admin.,oct,tue,high.school,married,entre 30 y 39 años,yes
telephone,services,oct,tue,high.school,married,entre 40 y 49 años,yes
telephone,student,oct,tue,high.school,single,Menor de 30 años ,yes
telephone,technician,oct,wed,university.degree,single,entre 30 y 39 años,yes
telephone,technician,oct,wed,high.school,married,entre 30 y 39 años,yes
telephone,self-employed,oct,wed,high.school,married,entre 40 y 49 años,yes
telephone,admin.,oct,wed,university.degree,married,entre 40 y 49 años,yes
telephone,admin.,oct,wed,high.school,single,entre 30 y 39 años,yes
telephone,services,oct,thu,high.school,single,Menor de 30 años ,yes
telephone,technician,oct,thu,professional.course,married,entre 30 y 39 años,yes
telephone,blue-collar,oct,fri,basic.9y,married,entre 30 y 39 años,yes
telephone,admin.,oct,fri,high.school,married,entre 30 y 39 años,yes
